scu,jurisdiction,file,owner,latitude,longitude,address,county,pole height,pole height comment,primary power,primary power comment,secondary power,secondary power comment,fiber dist panel,fiber dist panel comment,ac load panel,ac load panel comment,street sign,street sign comment,shroud,shroud comment,antenna,antenna comment,analysis_id
471556,CHICAGO CITY,CHPH30831_Elevation_Redlines-Node_NAT_Redline.pdf,XXXX,"41' 54' 33.13"" N (41.909204)","87 46' 13.37"" W (-87.770381)",5747 W. NORTH AVE.,XXXX,34.5,,,,,,,,,,,,30.0,,,,6104beeaf8892d9346eb4679
471564,CHICAGO,CHPH31081_471564_NAT_Redlined_As-Built.pdf,COMED,41.877636,-87.671397,1754 W JACKSON BLVD,XXXX,43.67,,44.21,,,,12.96,,10.77,,,,34.1,,35.67,,6104c430f8892d9346eb46ba
471565,CHICAGO CITY,CHPH31087_SCU-471565_Redline-Node_NAT_Redline.pdf,XXXX,"41' 52' 53.79"" N (41.881609)","87º 39' 43.77"" W (-87.662157)",1362 W. MADISON ST.,XXXX,34.5,,,,,,23.5,,,,,,30.0,,,,6104c1a0f8892d9346eb469a
471566,CHICAGO CITY,CHPH31106_471566_NAT_Reviewed_Redline-Node.pdf,XXXX,"41' 52' 40.72"" N (41.877979)","87º 38' 58.93"" W (-87.649704)",238 S. PEORIA ST.,XXXX,34.5,,,,,,,,,,,,30.0,,,,6104d094f8892d9346eb4753
471568,CHICAGO CITY,CHPH30700_SCU-471568_Redline-Node.pdf,XXXX,"41' 55' 29.39"" N (41.924831)","87' 42' 26.96"" W (-87.707489)",2402 N. KEDZIE BLVD.,XXXX,34.5,,,,,,23.5,,,,,,29.0,,,,6104d5c5f8892d9346eb4794
471571,CHICAGO,CHPH30759_SCU-471571_Redline-Node_NAT_Redline.pdf,COMED,41.919051,-87.734501,4342 W DICKENS AVE,XXXX,34.08,,,,28.38,,14.17,,11.9,,,,15.0,,40.75,,6104d34ff8892d9346eb4776
471576,CHICAGO,CHPH30983_SCU-471576_Redlines-Node.pdf,COMED,9999,9999,XXXX,XXXX,36.08,,33.5,,,,13.75,,11.53,,8.75,,13.02,,40.5,,6104cee1f8892d9346eb473c
471587,CHICAGO CITY,CHPH30783_471587_Redlines-Node_-_As_Built.pdf,XXXX,"41' 55' 30.85"" N (41.925236)","87º 41' 51.04"" W (-87.697511)",2410 N. CALIFORNIA AVE.,XXXX,34.5,,,,,,23.5,,,,,,28.0,,,,6104cfcaf8892d9346eb4748
471589,CHICAGO,CHPH30786_SCU-471589_Redlines-Node.pdf,COMED,9999,9999,XXXX,XXXX,34.0,,31.46,,,,12.92,,10.73,,,,24.44,,,,6104c9aef8892d9346eb46fa
471590,CHICAGO,CHPH30787_SCU-471590_Redline-Node_-_NAT_Approved_As_Built.pdf,COMED,41.923442,-87.695309,2311 N WASHTENAW AVE,XXXX,33.75,,33.75,,,,10.92,,12.85,,,,12.77,,40.0,,6104cc7bf8892d9346eb471d
471593,CHICAGO,CHPH30803_SCU-471593_Redlines-Node.pdf,COMED,41.926448,-87.698094,2813 W ALTGELD STREET,XXXX,37.17,,37.25,,,,13.25,,15.19,,,,15.1,,43.17,,6104c855f8892d9346eb46eb
471594,CHICAGO CITY,CHPH30804_SCU-471594_Redlines-Node.pdf,XXXX,"41' 55' 45.14"" N (41.929207)","87º 41' 50.80"" W (-87.697446)",2601 N. CALIFORNIA AVE.,XXXX,34.5,,,,,,23.5,,,,,,29.0,,,,6104d224f8892d9346eb4766
471595,CHICAGO,CHPH30805_471595_Redline-Node.pdf,COMED,41.921741,-87.71259,3409 W LYNDALE ST,XXXX,38.33,,33.17,,,,12.71,,10.52,,,,12.0,,40.83,,6104c243f8892d9346eb46a2
471596,CHICAGO,CHPH30806_SCU-471596_Redline-Node_-_NAT_Approved_As_Built.pdf,COMED,"41' 55' 13.94"" (41.920540)","-87 42' 49.83"" (-87.713842)",2140 N ST LOUIS AVE,XXXX,38.0,,38.0,,,,13.75,,11.53,,,,25.69,,,,6104c36cf8892d9346eb46b0
471599,CHICAGO,CHPH30812_SCU-471599_Redlines-Node.pdf,COMED,9999,9999,XXXX,XXXX,37.96,,,,25.08,,10.17,,12.1,,,,12.02,,44.08,,6104d083f8892d9346eb4752
471603,CHICAGO CITY,CHPH30817_SCU-471603_Redline-Node.pdf,XXXX,9999,9999,XXXX,XXXX,34.5,,,,,,23.5,,,,,,28.0,,,,6104ba05f8892d9346eb463c
471604,CHICAGO,CHPH30818_SCU-471604_NAT_Redlined_As-Built.pdf,COMED,"41' 54' 40.79"" (41.911331)","-87 43' 23.85"" (-87.723291)",3847 W WABANSIA AVE,XXXX,39.21,,39.17,,25.33,,10.83,,12.72,,,,12.69,,46.17,,6104be97f8892d9346eb4674
471605,CHICAGO,CHPH30819_471605_Redline-Node_NAT_Redline.pdf,COMED,"41' 54' 41.8"" (41.911612)","-87 42' 56.69"" (-87.715748)",3563 W WABANSIA AVE,XXXX,34.54,,,,24.42,,11.75,,13.64,,7.5,,13.6,,41.5,,6104d900f8892d9346eb47ba
471607,CHICAGO,CHPH30821_SCU-471607_Redline-Node.pdf,COMED,9999,9999,XXXX,XXXX,38.5,,38.79,,,,17.21,,15.02,,,,25.15,,,,6104c519f8892d9346eb46c4
471612,CHICAGO,CHPH30827_SCU-471612_Redlines-Node.pdf,COMED,9999,9999,XXXX,XXXX,33.75,,,,,,11.0,,12.94,,,,12.85,,36.0,,6104b2cff8892d9346eb45dc
471613,CHICAGO,CHPH30858_471613_Redline-Node.pdf,COMED,41.897462,-87.736219,4400 W IOWA ST,XXXX,36.29,,34.29,,,,16.25,,14.81,,,,16.27,,40.5,,6104cf79f8892d9346eb4743
471616,CHICAGO,CHPH30862_Elevation_Redlines.pdf,COMED,9999,9999,XXXX,XXXX,37.0,,38.79,,,,10.92,,12.85,,,,12.77,,45.0,,6104b0eef8892d9346eb45c4
471618,CHICAGO,CHPH30864_SCU-471618_Redlines-Node.pdf,COMED,9999,9999,XXXX,XXXX,35.75,,34.29,,,,10.08,,12.02,,,,11.94,,40.5,,6104dacaf8892d9346eb47d0
471619,CHICAGO CITY,CHPH30865_Elevation_As-Built-Node.pdf,XXXX,"41' 54' 08.27"" N (41.902298)","87' 43' 34.97"" W (-87.726381)",1050 N. PULASKI RD.,XXXX,34.5,,,,,,,,,,,,30.08,,,,6104c6a2f8892d9346eb46d9
471620,CHICAGO,CHPH30866_SCU-471620_Redline-Node.pdf,COMED,"41' 54' 8.15"" (41.902265)","-87 43' 45.6"" (-87.729333)",1150 N KARLOV AVE,XXXX,37.21,,,,24.58,,12.17,,9.78,,,,13.17,,42.67,,6104ce3ff8892d9346eb4734
471623,CHICAGO,CHPH30871_NAT_Redlined_As-Built.pdf,COMED,41.893503,-87.711956,658 N HOMAN AVE,XXXX,39.67,,38.17,,,,10.0,,11.94,,,,11.85,,45.75,,6104c9e3f8892d9346eb46fc
471624,CHICAGO,CHPH30872_471624_Asbuilts_NAT_Redline.pdf,COMED,9999,9999,XXXX,XXXX,33.79,,,,,,13.83,,11.65,,,,13.1,,39.92,,6104d473f8892d9346eb4785
471632,CHICAGO CITY,CHPH30980_471632_Asbuilts_NAT_Redline.pdf,XXXX,"41' 52' 56.15"" N (41.882264)","87º 45' 31.22"" W (-87.758673)",5323 W. WASHINGTON BLVD.,XXXX,34.5,,,,,,23.5,,,,,,30.0,,,,6104c6d4f8892d9346eb46db
471633,CHICAGO CITY,CHPH30984_Elevation_As_Built_NAT_Redline.pdf,XXXX,"41' 53' 07.90"" N (41.885527)","87º 45' 18.59"" W (-87.755164)",230 N. LARAMIE AVE.,XXXX,34.5,,,,,,23.5,,,,,,30.0,,,,6104d3fff8892d9346eb477f
471636,CHICAGO CITY,CHPH30994_SCU-471636_Redlines-Node.pdf,XXXX,"41' 52' 36.54"" N (41.876817)","87º 44' 33.23"" W (-87.742564)",4657 W. JACKSON BLVD.,XXXX,34.5,,,,,,23.5,,,,,,0.0,,,,6104c22bf8892d9346eb46a1
471640,CHICAGO CITY,CHPH30998_SCU-471640_Redlines-Node.pdf,XXXX,"41' 52' 29.34"" N (41.874817)","87º 44' 42.61"" W (-87.745168)",400 S. CICERO AVE.,XXXX,34.5,,,,,,23.5,,,,,,30.0,,,,6104ba98f8892d9346eb4643
471657,CICERO,CHPH31018_SCU-471657_Redlines-Node.pdf,COMED,41.854630,-87.768269,1846 S 57TH CT,XXXX,34.0,,34.33,,,,15.25,,13.06,,9.5,,24.44,,,,6104da0df8892d9346eb47c8
471660,BERWYN,CHPH31028_471660_Redline-Node.pdf,COMED,9999,9999,XXXX,XXXX,32.58,,32.75,,,,10.17,,12.1,,,,12.02,,38.92,,6104bd2df8892d9346eb4661
471674,BERWYN,CHPH31059_SCU-471674_Redlines-Node.pdf,COMED,41.830009,-87.783153,3418 RIDGELAND AVE,XXXX,34.0,,33.5,,,,13.0,,10.81,,,,24.44,,,,6104c917f8892d9346eb46f4
471687,CHICAGO,CHPH31269_471687_NAT_Redlined_As-Built.pdf,COMED,41.838506,-87.729831,4213 W 30TH ST,XXXX,34.0,,33.67,,,,13.33,,11.15,,,,23.08,,23.17,,6104b4b9f8892d9346eb45f8
471689,CICERO,CHPH31271_SCU-471689_Redlines-Node.pdf,COMED,9999,9999,XXXX,XXXX,33.0,,33.29,,,,14.58,,16.52,,,,16.44,,39.5,,6104bda0f8892d9346eb4668
471693,CHICAGO,CHPH31304_SCU-471693_NAT_Reviewed_Redline-Node.pdf,COMED,9999,9999,XXXX,XXXX,38.0,,38.0,,,,17.67,,15.48,,,,25.02,,,,6104bf35f8892d9346eb467c
471716,BERWYN,CHPH31024_SCU-471716_Redline-Node.pdf,COMED,9999,9999,XXXX,XXXX,29.5,,,,,,9.75,,11.69,,,,11.6,,36.0,,6104bdd8f8892d9346eb466b
471718,CICERO,CHPH31054_471718_Redlines-Node.pdf,COMED,41.844270,-87.778393,2521 S LOMBARD AVE,XXXX,29.5,,,,,,12.58,,14.52,,,,14.44,,36.0,,6104b813f8892d9346eb4624
471722,CICERO/COOK COUNTY,CHPH31258_471722_Elevaton_As-Built.pdf,COMED,41.850206,-87.744833,4813 ₩ 22ND PL,XXXX,29.75,,,,,,16.75,,13.96,,,,16.02,,35.17,,6104b5d1f8892d9346eb4607
471723,CHICAGO,CHPH31303_SCU-471723_Redlines-Node.pdf,COMED,"41' 54' 56.13"" (41.915591)","-87 42' 4.32"" (-87.701200)",2947 W CORTLAND ST,XXXX,34.0,,,,28.75,,11.75,,13.64,,,,13.6,,39.83,,6104da79f8892d9346eb47cc
471741,BERWYN,CHPH31298_SCU-471741_Redline-Node.pdf,COMED,9999,9999,XXXX,XXXX,32.88,,,,,,13.04,,15.0,,,,14.9,,40.17,,6104b346f8892d9346eb45e2
471779,CHICAGO,CH2321BA_91LAB_Elevation_As_Built_NAT_Redline.pdf,COMED,9999,9999,XXXX,XXXX,33.08,,,,,,13.58,,11.17,,,,13.25,,39.5,,6104d1bcf8892d9346eb4762
471811,CHICAGO,CHPH32354_471811_NAT_Reviewed_Redline-Node.pdf,COMED,"41' 46' 50.86"" (41.780793)","-87' 43' 55.21"" (-87.732003)",6147 S KOSTNER AVE,XXXX,33.92,,34.12,,,,11.75,,9.53,,,,24.19,,,,6104cca9f8892d9346eb471f
471812,CHICAGO,CHPH32357_Elevation_As_Built_NAT_Redline.pdf,COMED,"41' 47' 4.26"" (41.784518)","-87 43' 33.60"" (-87.725999)",5945 S KEDVALE AVE,XXXX,39.21,,39.75,,,,13.75,,12.06,,,,14.58,,46.0,,6104b77cf8892d9346eb461d
471820,CHICAGO,CH1371BA_61LAB_Elevation_As_Built_NAT_Redline.pdf,COMED,9999,9999,XXXX,XXXX,34.21,,,,,,10.42,,12.35,,,,12.27,,40.33,,6104c073f8892d9346eb468b
471823,CHICAGO CITY,CHPH32031_471823_Redline-Node_NAT_Redline.pdf,XXXX,"41' 45' 29.87"" N (41.758297)","87 37' 03.23"" W (-87.617563)",317 E. 75TH ST.,XXXX,34.5,,,,,,,,,,,,30.0,,,,6104d6c9f8892d9346eb47a0
471833,CHICAGO,CHPH32336_Elevation_As_Built.pdf,COMED,9999,9999,XXXX,XXXX,28.75,,28.79,,,,10.75,,12.69,,,,12.6,,35.17,,6104be2cf8892d9346eb466f
TBD,CHICAGO,CHPH34133_SCU-471425_Redlines-Node.pdf,COMED,9999,9999,XXXX,XXXX,38.67,,37.96,,,,11.58,,13.52,,,,13.44,,45.0,,6104b672f8892d9346eb4610
TBD,CHICAGO,CHPH33696_SCU-470838_Redlines-Node.pdf,COMED,9999,9999,XXXX,XXXX,35.29,,34.58,,,,10.83,,12.77,,,,12.69,,40.5,,6104b0ddf8892d9346eb45c3
XXXX,XXXX,CH1362BA_41LAB_Elevation_As_Built.pdf,XXXX,"41' 49' 46.46"" N (41.829572)","87º 40' 43.66"" W (-87.678793)",3541 S. ARCHER AVE.,XXXX,34.5,,,,,,23.5,,,,,,30.0,,,,6104bbbbf8892d9346eb4651
XXXX,XXXX,CHPH33754_SCU-470887_Redlines-Node.pdf,XXXX,"41' 45' 18.51"" N (41.755142)","87º 34' 34.12"" W (-87.576145)",7700 S. JEFFERY AVE.,XXXX,34.5,,,,,,23.5,,,,,,28.0,,,,6104caedf8892d9346eb470a
XXXX,CHICAGO,CHPH33972_SCU-471299_Redlines-Node.pdf,COMED,"41' 57' 39.69"" (41.961024)",9999,XXXX,XXXX,38.5,,38.0,,29.42,,11.33,,11.55,,,,25.88,,,,6104c759f8892d9346eb46e0
XXXX,XXXX,CH1361BA_71LAB_Elevation_As_Built.pdf,XXXX,"41' 49' 30.88"" N (41.825246)","87º 40' 30.21"" W (-87.675057)",3749 S. DAMEN AVE.,XXXX,34.5,,,,,,23.5,,,,,,30.0,,,,6104d193f8892d9346eb4760
XXXX,CHICAGO,CHPH33898_SCU-471185_Redline-Node.pdf,COMED,"41' 47' 59.50"" (41.799862)",9999,XXXX,XXXX,34.0,,34.0,,,,13.25,,11.05,,,,24.44,,,,6104b881f8892d9346eb462a
XXXX,XXXX,CH1360BA_81LAB_Elevation_NAT_Redlined_As-Built.pdf,XXXX,"41' 49' 22.92"" N (41.823033)","87º 40' 27.54"" W (-87.674316)",2011 W. PERSHING RD.,XXXX,34.5,,,,,,23.5,,,,,,30.0,,,,6104aef8f8892d9346eb45ad
XXXX,"41' 46' 16.21"" N (41.771166)",CHPH34037_SCU-471324_NAT_Redlined_As-Built.pdf,XXXX,9999,9999,XXXX,XXXX,34.5,,,,,,23.5,,,,,,,,,,6104aedff8892d9346eb45ac
XXXX,XXXX,CHPH32315_469733_NAT_Reviewed_Redline-Node.pdf,XXXX,"41' 49' 30.89"" N (41.825248)","87 38' 28.26"" W (-87.641182)",3802 S. WALLACE ST.,XXXX,34.5,,,,,,,,,,,,29.54,,,,6104ce27f8892d9346eb4733
XXXX,CHICAGO CITY,CHPH31220_SCU-469943_Redlines-Nodes.pdf,XXXX,9999,9999,XXXX,XXXX,34.5,,,,,,23.5,,,,,,29.0,,,,6104b186f8892d9346eb45cd
XXXX,XXXX,CHPH33722_470864_Redlines-Node.pdf,XXXX,"42' 00' 43.47"" N (42.012074)","87 41' 41.70"" W (-87.694915)",7157 N. ROCKWELL ST.,XXXX,34.5,,,,,,,,,,,,29.0,,,,6104c00ff8892d9346eb4687
XXXX,CHICAGO,CH1360BA_11LAB_CHPH32449_As_Built-Node.pdf,COMED,"41' 49' 36.21"" (41.826726)",9999,XXXX,XXXX,34.0,,33.5,,,,13.75,,11.53,,,,14.5,,39.42,,6104d839f8892d9346eb47b0
XXXX,XXXX,CH1362BA_31LAB_Elevation_NAT_Reviewed_As_Built.pdf,XXXX,"41' 49' 39.19"" N (41.827552)","87º 40' 55.50"" W (-87.682084)",3647 S. ARCHER AVE.,XXXX,34.5,,,,,,23.5,,,,,,30.0,,,,6104bc9df8892d9346eb465b
XXXX,XXXX,CH3178BA_51LAB_Elevation_As_Built_NAT_Redline.pdf,XXXX,"41' 55' 54.60"" N (41.934004)","87º 46' 52 51"" W ( 87.784254)",6206 W. DIVERSEY AVE.,XXXX,34.5,,,,,,23.5,,,,,,30.0,,,,6104b553f8892d9346eb4600
XXXX,CHICAGO,CHPH30758_SCU-470033_Redlines-Node.pdf,COMED,"41' 54' 59.82"" N (41.916618)",9999,XXXX,XXXX,33.96,,34.5,,,,10.75,,13.04,,,,13.0,,40.42,,6104b4a8f8892d9346eb45f7
XXXX,CHICAGO,CH3149BA_81LAB_As_Built.pdf,COMED,"41' 50' 11.57"" (41.836547)",9999,XXXX,XXXX,38.58,,38.08,,25.92,,13.25,,11.03,,,,12.52,,44.0,,6104c288f8892d9346eb46a4
XXXX,XXXX,CHPH30120_469339_NAT_Approved_Redline-Node.pdf,XXXX,"41' 59' 40.17"" N (41.994493)","87º 39' 38.16"" W (-87.660600)",1206 W. GRANVILLE AVE.,XXXX,34.5,,,,,,,,,,,,30.0,,,,6104d5def8892d9346eb4795
XXXX,CHICAGO,CHPH32344_NodeDesign-Signed_REDLINED.pdf,COMED,"41' 48' 7.13"" (41.801981)",9999,XXXX,XXXX,34.0,,33.5,,,,13.75,,11.53,,,,23.94,,,,6104ce7df8892d9346eb4737
XXXX,XXXX,CH1345BA_91LAB_Elevation_As_Built_NAT_Redline.pdf,XXXX,"41' 54' 30.01"" N (41.911085)","87' 45' 55 60"" W ( 87.765469)",1652 N. CENTRAL AVE.,XXXX,34.5,,,,,,,,,,,,30.0,,,,6104b3c1f8892d9346eb45e8
XXXX,XXXX,CH2225BA_21LAB_Elevation_As_Built.pdf,XXXX,"41' 51' 06.58"" N (41.851827)","87º 41' 35.04"" W (-87.693066)",2200 S. WASHTENAW AVE.,XXXX,34.5,,,,,,,,,,,,30.0,,,,6104bb8ff8892d9346eb464f
XXXX,XXXX,CHPH32263_469689_REDLINE-NODE.pdf,XXXX,"41' 48' 32.74"" N (41.809094)","87' 36' 59.28"" W (-87.616467)",4707 S. DR. MARTIN LUTHER KING JR. DR.,XXXX,34.5,,,,,,,,,,,,30.0,,,,6104bd40f8892d9346eb4662
XXXX,XXXX,CHPH33411_SCU-470649_Redline-Node.pdf,XXXX,"41' 57' 32.02"" N (41.958896)","87º 45' 26.07"" W (-87.757242)",4301 N. LARAMIE AVE.,XXXX,34.5,,,,,,23.5,,,,,,29.25,,,,6104c5d5f8892d9346eb46ce
XXXX,CITY OF CHICAGO,CHPH33422_SCU-470654_Redlines-Node.pdf,XXXX,41.811392,-87.597728,XXXX,XXXX,,,,,,,,,,,,,15.25,,24.0,,6104c7d9f8892d9346eb46e5
XXXX,XXXX,CH1425BA_41LAB_Elevation_NAT_Reviewed_As_Built.pdf,XXXX,"41' 57' 42.03"" N (41.961675)","87 40' 04.30"" W (-87.667862)",4400 N. GREENVIEW AVE.,XXXX,34.5,,,,,,23.5,,,,,,30.0,,,,6104d760f8892d9346eb47a6
